source,target,direction
ZNF469,HMX2,+
ZNF469,HOXC10,+
ZNF469,TFAP2A,+
ZNF469,ONECUT3,-
ZNF469,TBX3,+
ZNF469,CREB3L2,-
ZNF469,NFIB,-
ZNF469,HOXC8,+
ZNF469,REST,+
ZNF469,ZNF519,-
ZNF469,FOXL2,+
ZNF469,GLIS2,+
ZNF469,ZFP42,+
ZNF469,ZNF492,-
ZNF469,ZNF660,+
ZNF469,ZFPM2,+
ZNF469,PEG3,-
ZNF469,ZNF486,-
ZNF469,BNC2,+
ZNF469,ZSCAN1,-
ZNF469,ZNF365,-
ZNF469,SOX17,-
ZNF469,E2F7,+
ZNF469,SOHLH2,-
ZNF469,HOXB8,+
ZNF469,NR2F1,-
ZNF469,ZNF469,+
ZNF469,ZNF827,-
ZNF469,SOX4,+
ZNF469,ERG,-
ZNF469,PRRX2,+
ZNF469,ALX3,+
ZNF469,PHF20,+
ZNF469,ZNF699,+
ZNF469,FOXC2,-
ZNF469,NFIX,+
ZNF469,HOXD10,+
ZNF469,ZKSCAN7,+
ZNF469,SIM1,-
ZNF469,NPAS4,-
ZNF469,SOX9,-
ZNF469,MYBL1,+
ZNF469,PRDM6,+
ZNF469,KCNIP3,+
ZNF469,ZNF286A,+
ZNF469,RFX7,-
ZNF469,TET3,+
ZNF469,PAX3,+
ZNF469,FOXE1,-
ZNF469,PLAGL1,-
ZNF469,LEF1,-
ZNF469,TCF21,-
ZNF469,EN1,+
ZNF469,ZNF814,+
ZNF469,ZNF439,+
ZNF469,TWIST2,+
ZNF469,HSFY1,-
ZNF469,ARNT2,-
ZNF469,ZHX3,+
ZNF469,FOXD1,-
ZNF469,KLF17,-
ZNF469,EMX2,+
ZNF469,TBX15,+
ZNF469,PURG,+
ZNF469,ZNF300,-
ZNF469,CSRNP3,-
ZNF469,ZNF69,-
ZNF469,ZBTB8A,-
ZNF469,CLOCK,-
ZNF469,POU3F3,-
ZNF469,ZNF578,+
ZNF469,VAX1,+
ZNF469,HOXA3,-
ZNF469,TCF12,-
ZNF469,GBX2,+
ZNF469,FLI1,-
ZNF469,SIX2,+
ZNF469,DLX5,-
ZNF469,HAND2,+
ZNF469,NPAS2,-
ZNF469,RUNX2,+
ZNF469,MEOX1,-
ZNF469,MEIS3,-
ZNF469,SMAD4,-
ZNF469,ZNF22,-
ZNF469,FOXI3,-
ZNF469,MEIS2,-
ZNF469,FOXR2,+
ZNF469,PITX3,+
ZNF469,TEAD1,-
ZNF469,TFAP2B,+
ZNF469,ZNF621,+
ZNF469,EBF2,+
ZNF469,ZNF528,+
ZNF469,DBX1,+
ZNF469,HSFX1,+
ZNF469,ETS1,-
ZNF469,ZBED2,-
ZNF469,SALL3,+
ZNF469,HIVEP3,-
ZNF469,PRRX1,+
ZNF469,FOXF1,-
ZNF469,FOXG1,+
ZNF469,SIX4,-
ZNF469,NFATC4,-
ZNF469,HOXC9,+
ZNF469,ZNF311,+
ZNF469,ZNF454,+
ZNF469,SATB2,+
ZNF469,TET1,-
ZNF469,NFIC,+
ZNF469,GATA6,-
ZNF469,HOXD11,+
ZNF469,ZIC4,+
ZNF469,GLI2,-
ZNF469,ZNF626,-
ZNF469,ZNF385D,-
ZNF469,ZIC1,+
ZNF469,ZNF135,+
ZNF469,TCF7L1,+
ZNF469,ETV1,-
ZNF469,HIF1A,-
ZNF469,SALL1,-
ZNF469,ZNF662,+
ZNF469,ELK3,-
ZNF469,ZNF214,-
ZNF469,KLF14,+
ZNF469,AEBP1,-
ZNF469,IRX3,+
ZNF469,MYRF,+
ZNF469,EBF3,+
ZNF469,AR,-
ZNF469,KLF12,-
ZNF469,FOXL1,+
ZNF469,ARHGAP35,+
ZNF469,TBX5,+
ZNF469,PKNOX2,-
ZNF469,ZNF347,-
ZNF469,LHX8,+
ZNF469,RARB,+
ZNF469,LHX2,+
ZNF469,KLF7,-
ZNF469,HOXC6,+
ZNF469,DZIP1,+
ZNF469,DMRTA1,+
ZNF469,TBX20,-
ZNF469,MYOD1,+
ZNF469,ALX4,+
ZNF469,PAX1,-
ZNF469,ZFP82,-
ZNF469,HOXB6,+
ZNF469,ALX1,+
ZNF469,FOXF2,+
ZNF469,HOXA13,+
ZNF469,ZFP69B,-
ZNF469,ZNF804A,+
ZNF469,HOXB3,+
ZNF469,ZNF70,-
ZNF469,TBX22,-
ZNF469,ZBED6,-
ZNF469,PAX9,-
ZNF469,HOXA9,+
ZNF469,ISL1,+
ZNF469,ZFHX4,-
ZNF469,CDX1,+
ZNF469,CREB3L1,-
ZNF469,ZNF229,-
ZNF469,HOXC11,+
ZNF469,SMAD9,-
ZNF469,ZNF730,+
ZNF469,TRPS1,+
ZNF469,HOXA11,+
ZNF469,GLIS3,-
ZNF469,HEYL,-
ZNF469,ZNF471,+
ZNF469,ZBTB47,-
ZNF469,GLIS1,+
ZNF469,NR2F2,-
ZNF469,GLI1,+
ZNF469,ASCL5,-
ZNF469,ZNF93,-
ZNF469,HOXD9,+
ZNF469,ZNF532,-
ZNF469,ZSCAN23,+
ZNF469,MYF5,+
ZNF469,EBF1,+
ZNF469,GLI3,+
PRRX2,SNAI2,+
PRRX2,ZNF358,-
PRRX2,TSHZ3,+
PRRX2,STAT6,+
PRRX2,ZNF785,+
PRRX2,TGIF2LX,+
PRRX2,SP140L,-
PRRX2,BARX1,-
PRRX2,TCF15,-
PRRX2,SCX,+
PRRX2,FOXL2,-
PRRX2,ZNF469,+
PRRX2,PRRX2,+
PRRX2,KCNIP3,-
PRRX2,ZNF837,-
PRRX2,TWIST2,+
PRRX2,NPAS1,-
PRRX2,RUNX2,+
PRRX2,MEIS3,-
PRRX2,FOXD4,-
PRRX2,NFATC4,+
PRRX2,ZNF311,+
PRRX2,AEBP1,-
PRRX2,CREB3L1,-
PRRX2,GLIS1,+
PRRX2,GLMP,+
PRRX2,CPEB1,-
FOXC2,FOXS1,-
FOXC2,EN1,+
FOXC2,ZIC4,+
THAP4,ZNF771,+
THAP4,ZNF358,-
THAP4,MAZ,+
THAP4,DNTTIP1,-
THAP4,ELK1,+
THAP4,TFDP1,+
THAP4,ZNF414,+
THAP4,PCGF6,+
THAP4,NR1H2,+
THAP4,ZNF511,+
THAP4,ZNF524,+
THAP4,THAP7,-
THAP4,ZNF598,+
THAP4,SNAPC2,+
THAP4,CXXC1,-
THAP4,DEAF1,+
THAP4,CREB3,+
THAP4,PREB,-
THAP4,E2F1,+
THAP4,DRAP1,+
THAP4,NFKB2,+
THAP4,ZGPAT,+
THAP4,SLC2A4RG,+
THAP4,ZNF579,+
THAP4,HSF1,+
THAP4,THAP4,+
THAP4,REXO4,+
THAP4,HMGA1,+
THAP4,E4F1,-
THAP4,USF2,+
THAP4,ZNF837,+
THAP4,FOXM1,+
THAP4,THAP11,+
THAP4,ZNF576,-
THAP4,KLF16,-
THAP4,MBD3,+
THAP4,NR2F6,-
THAP4,FOXH1,+
THAP4,CENPB,+
THAP4,GLI4,-
THAP4,TEAD4,-
THAP4,MYPOP,+
THAP4,ZNF581,+
THAP4,MYBL2,+
THAP4,E2F4,-
THAP4,NME2,+
THAP4,ZNF205,+
THAP4,IRF3,-
THAP4,ZNF672,+
THAP4,ESRRA,-
THAP4,ZNF668,+
THAP4,YBX1,+
THAP4,BATF3,-
THAP4,ZNF787,+
THAP4,PIN1,+
THAP4,TIGD5,+
THAP4,CENPX,-
THAP4,PA2G4,+
ZNF507,MYSM1,-
ZNF507,ZNF770,-
ZNF507,ZNF148,-
ZNF507,IKZF5,-
ZNF507,MGA,-
ZNF507,ZNF407,-
ZNF507,NR2C2,-
ZNF507,SMAD5,-
ZNF507,LIN54,-
ZNF507,ZNF557,-
ZNF507,LCORL,-
ZNF507,DMTF1,-
ZNF507,REST,-
ZNF507,ZBTB11,-
ZNF507,ZNF529,-
ZNF507,ZZZ3,-
ZNF507,ARID2,+
ZNF507,ZNF451,-
ZNF507,ZNF146,-
ZNF507,ZBTB44,-
ZNF507,ZNF644,-
ZNF507,ZNF507,-
ZNF507,RBAK,-
ZNF507,ZNF236,+
ZNF507,MTF2,-
ZNF507,GABPA,-
ZNF507,CLOCK,-
ZNF507,ZNF131,-
ZNF507,ZNF518A,-
ZNF507,FOXJ3,-
ZNF507,AEBP2,-
ZNF507,AHCTF1,-
ZNF507,ZNF678,-
ZNF507,ASH1L,-
ZNF507,POU2F1,-
ZNF507,LCOR,-
RBAK,MYSM1,+
RBAK,ZBTB6,+
RBAK,ZNF484,-
REXO4,E2F2,-
REXO4,ZNF354A,+
REXO4,PRR12,-
REXO4,ERF,-
REXO4,ZNF35,-
REXO4,HHEX,-
REXO4,ZNF488,-
REXO4,GLYR1,-
REXO4,TP53,-
REXO4,ZNF771,-
REXO4,IKZF3,-
REXO4,ZBTB39,-
REXO4,SAFB2,-
REXO4,ZNF850,+
REXO4,ZNF358,-
REXO4,ZNF770,-
REXO4,ATF5,-
REXO4,CDX2,-
REXO4,HOXA7,-
REXO4,MAZ,-
REXO4,HMGA2,-
REXO4,DNTTIP1,-
REXO4,ZNF777,-
REXO4,CDC5L,+
REXO4,EN2,-
REXO4,ZNF48,-
REXO4,ZNF275,-
REXO4,SP2,-
REXO4,SOX12,-
REXO4,ZNF114,-
REXO4,ZNF384,-
REXO4,VDR,-
REXO4,ZNF609,-
REXO4,TFDP1,+
REXO4,ZNF414,-
REXO4,FOXA2,-
REXO4,ZBTB24,-
REXO4,HNF1B,-
REXO4,PCGF6,+
REXO4,YBX3,+
REXO4,TERF1,-
REXO4,DR1,-
REXO4,ZNF207,-
REXO4,NR1H2,-
REXO4,NFATC2,-
REXO4,CHAMP1,-
REXO4,ZNF830,-
REXO4,MGA,+
REXO4,ZNF511,-
REXO4,ZNF587B,+
REXO4,KLF1,-
REXO4,ZC3H8,-
REXO4,ZNF407,-
REXO4,PATZ1,+
REXO4,CENPA,-
REXO4,ZNF746,-
REXO4,ZBTB40,-
REXO4,SREBF1,-
REXO4,TEAD2,-
REXO4,ZNF664,-
REXO4,ZNF524,-
REXO4,ZNF695,-
REXO4,THAP7,-
REXO4,TFAP4,-
REXO4,LIN28B,-
REXO4,ZNF598,-
REXO4,GMEB2,-
REXO4,ZFP91,-
REXO4,FOXK2,+
REXO4,SMAD5,-
REXO4,GATAD2A,-
REXO4,SNAPC2,-
REXO4,AKAP8,-
REXO4,ATF4,-
REXO4,PRMT3,+
REXO4,CEBPG,-
REXO4,CXXC1,+
REXO4,ZBTB2,-
REXO4,DEAF1,+
REXO4,IKZF1,-
REXO4,KAT7,-
REXO4,DOT1L,+
REXO4,ZNF589,-
REXO4,LYL1,+
REXO4,E2F8,-
REXO4,GMEB1,-
REXO4,SNAPC4,-
REXO4,ZNF57,-
REXO4,HIC2,-
REXO4,TOPORS,-
REXO4,PURB,-
REXO4,CBX2,-
REXO4,NFX1,-
REXO4,ZFAT,-
REXO4,PREB,-
REXO4,LIN54,+
REXO4,ZNF689,-
REXO4,NRF1,-
REXO4,DNMT1,-
REXO4,ZNF324B,-
REXO4,ZNF691,-
REXO4,ZNF74,-
REXO4,ZNF213,-
REXO4,ZNF768,-
REXO4,TFCP2,-
REXO4,ZNF37A,-
REXO4,SAFB,-
REXO4,ZNF212,+
REXO4,MYB,-
REXO4,ZNF276,-
REXO4,ZNF202,-
REXO4,PITX1,-
REXO4,ZNF296,-
REXO4,MTERF3,-
REXO4,ZNF282,-
REXO4,ATMIN,-
REXO4,ZBTB11,-
REXO4,GZF1,-
REXO4,ZNF18,-
REXO4,ZFP42,-
REXO4,E2F1,-
REXO4,FBXL19,-
REXO4,DRAP1,-
REXO4,PRDM10,-
REXO4,ZNF304,-
REXO4,ZBTB48,+
REXO4,ZNF496,-
REXO4,THYN1,-
REXO4,ZZZ3,-
REXO4,ARID2,-
REXO4,ZNF7,-
REXO4,FOSL1,-
REXO4,NFYC,-
REXO4,ZNF146,-
REXO4,ZNF574,-
REXO4,ZXDC,-
REXO4,E2F7,-
REXO4,ZNF761,-
REXO4,ZBTB44,-
REXO4,ZGPAT,-
REXO4,POGK,-
REXO4,SLC2A4RG,-
REXO4,ZNF579,+
REXO4,ZNF142,-
REXO4,ZNF628,-
REXO4,PHF20,-
REXO4,ZNF503,-
REXO4,ZNF778,+
REXO4,HSF1,+
REXO4,THAP4,-
REXO4,ZNF507,-
REXO4,FLYWCH1,-
REXO4,ZNF786,-
REXO4,RBAK,-
REXO4,REXO4,-
REXO4,HMGA1,-
REXO4,ZNF669,-
REXO4,E4F1,-
REXO4,HMG20B,-
REXO4,MYBL1,+
REXO4,ZNF706,-
REXO4,ZNF286A,-
REXO4,USF2,-
REXO4,TET3,-
REXO4,ZNF335,-
REXO4,GTF2IRD1,-
REXO4,ZNF749,-
REXO4,MBD2,-
REXO4,ZNF174,-
REXO4,CENPT,+
REXO4,ZNF23,+
REXO4,TIGD2,-
REXO4,ZNF346,-
REXO4,ZNF783,+
REXO4,ZNF326,-
REXO4,ZNF544,-
REXO4,GABPA,-
REXO4,ZNF367,-
REXO4,FOXM1,-
REXO4,ZHX3,-
REXO4,FOXD1,+
REXO4,TFDP2,-
REXO4,NR1I3,-
REXO4,CHCHD3,-
REXO4,ZNF512B,+
REXO4,MXD3,-
REXO4,RXRA,+
REXO4,THAP11,+
REXO4,SPIB,-
REXO4,ZNF696,-
REXO4,CLOCK,+
REXO4,NAIF1,+
REXO4,L3MBTL3,-
REXO4,ZIC2,-
REXO4,ZNF530,-
REXO4,ZNF131,-
REXO4,ZNF576,+
REXO4,KLF16,+
REXO4,MBD3,-
REXO4,ATF1,+
REXO4,GBX2,-
REXO4,ZNF398,-
REXO4,WIZ,-
REXO4,NR2F6,-
REXO4,ADNP,-
REXO4,KMT2B,-
REXO4,TBP,-
REXO4,TCF7,-
REXO4,TAL1,-
REXO4,PLAGL2,-
REXO4,GTF2I,-
REXO4,ZNF22,-
REXO4,NFXL1,-
REXO4,YY1,-
REXO4,ZNF556,-
REXO4,ZNF143,+
REXO4,CENPB,-
REXO4,ZNF614,-
REXO4,NKRF,-
REXO4,GLI4,-
REXO4,THAP10,-
REXO4,E2F6,-
REXO4,ZNF317,-
REXO4,MYC,-
REXO4,SKI,-
REXO4,ZBTB3,-
REXO4,ZNF551,-
REXO4,CEBPZ,+
REXO4,TEAD4,-
REXO4,TGIF2,-
REXO4,MYPOP,-
REXO4,ZNF639,+
REXO4,JRK,-
REXO4,ZNF473,-
REXO4,FIZ1,-
REXO4,ZNF215,-
REXO4,MLXIP,-
REXO4,CTCF,-
REXO4,ZNF580,-
REXO4,ZHX1,-
REXO4,ZNF581,-
REXO4,ZBTB45,-
REXO4,MYBL2,-
REXO4,E2F4,-
REXO4,ZNF653,+
REXO4,HIVEP3,-
REXO4,NME2,-
REXO4,ZNF205,+
REXO4,FOXJ3,-
REXO4,TBPL1,-
REXO4,XPA,-
REXO4,ZKSCAN5,-
REXO4,ZFP64,-
REXO4,TTF1,-
REXO4,ZNF692,-
REXO4,KCMF1,+
REXO4,PRDM15,-
REXO4,IRF3,-
REXO4,ETV4,-
REXO4,ZNF526,-
REXO4,ZNF41,-
REXO4,ZNF592,-
REXO4,ZBTB9,-
REXO4,SP5,+
REXO4,AEBP2,-
REXO4,ARID3B,-
REXO4,ZFPM1,+
REXO4,SON,-
REXO4,ZNF485,+
REXO4,ZNF232,-
REXO4,CENPS,+
REXO4,ZNF500,-
REXO4,GATA2,-
REXO4,MTERF4,-
REXO4,AHCTF1,-
REXO4,FOXK1,-
REXO4,TCF3,-
REXO4,E2F5,-
REXO4,ADNP2,+
REXO4,NFYA,+
REXO4,ARHGAP35,-
REXO4,ZNF239,+
REXO4,ZNF629,-
REXO4,HMGN3,-
REXO4,TERF2,-
REXO4,ESX1,-
REXO4,ZBTB12,+
REXO4,ZNF672,-
REXO4,ZNF764,-
REXO4,ZIC5,-
REXO4,ESRRA,-
REXO4,ZNF668,-
REXO4,YBX1,-
REXO4,GTF3A,-
REXO4,POU2F1,-
REXO4,NFYB,-
REXO4,ZNF101,-
REXO4,ZNF30,-
REXO4,ZNF740,-
REXO4,ZSCAN25,-
REXO4,ZNF121,-
REXO4,ZNF583,-
REXO4,FOXF2,-
REXO4,ZNF77,-
REXO4,ZNF280C,-
REXO4,POU2AF1,+
REXO4,THAP1,-
REXO4,RBSN,-
REXO4,SETDB1,-
REXO4,SRCAP,-
REXO4,ZBED3,-
REXO4,ZNF747,-
REXO4,ZNF787,-
REXO4,HOXA9,-
REXO4,SOX13,-
REXO4,SNAPC5,-
REXO4,HOXD13,-
REXO4,REPIN1,+
REXO4,ARID3A,-
REXO4,ZSCAN21,+
REXO4,UBP1,-
REXO4,HOXA11,-
REXO4,PIN1,-
REXO4,ZNF788P,+
REXO4,ZBED4,+
REXO4,ZNF444,-
REXO4,TIGD5,-
REXO4,MLX,-
REXO4,ZNF408,-
REXO4,ZNF480,-
REXO4,NR2F2,-
REXO4,ZNF195,-
REXO4,SCMH1,-
REXO4,BRF2,-
REXO4,ZNF79,-
REXO4,STAT5B,-
REXO4,ZNF124,-
REXO4,ZNF3,-
REXO4,KDM2B,-
REXO4,ZNF316,-
REXO4,E2F3,-
REXO4,NFATC3,-
REXO4,SRF,+
REXO4,CENPX,-
REXO4,PA2G4,-
REXO4,THAP12,-
HMGA1,E2F2,-
HMGA1,PRR12,-
HMGA1,ERF,-
HMGA1,GLYR1,-
HMGA1,TP53,-
HMGA1,ZNF771,-
HMGA1,RFX8,-
HMGA1,ZBTB39,+
HMGA1,SAFB2,-
HMGA1,ZNF850,-
HMGA1,ZNF90,-
HMGA1,MAZ,-
HMGA1,ZNF732,-
HMGA1,HMGA2,-
HMGA1,ZNF777,-
HMGA1,ZNF48,-
HMGA1,ELK1,-
HMGA1,SP2,-
HMGA1,ZNF714,-
HMGA1,DLX1,-
HMGA1,SOX12,-
HMGA1,LIN28A,+
HMGA1,ZNF114,-
HMGA1,ZNF384,-
HMGA1,ZNF609,-
HMGA1,TFDP1,+
HMGA1,ZNF670,-
HMGA1,ZNF395,-
HMGA1,ZNF616,-
HMGA1,VENTX,+
HMGA1,PCGF6,-
HMGA1,YBX3,-
HMGA1,TERF1,-
HMGA1,ZNF207,-
HMGA1,ETV5,-
HMGA1,PRDM14,-
HMGA1,CHAMP1,-
HMGA1,MSANTD3,-
HMGA1,ZNF511,+
HMGA1,ZNF587B,-
HMGA1,KLF1,-
HMGA1,ZBED1,-
HMGA1,PATZ1,-
HMGA1,PCGF2,-
HMGA1,ZNF99,+
HMGA1,CENPA,+
HMGA1,TEAD2,-
HMGA1,ZNF695,-
HMGA1,THAP7,-
HMGA1,TFAP4,-
HMGA1,LIN28B,+
HMGA1,ZNF598,-
HMGA1,GMEB2,-
HMGA1,FOXK2,-
HMGA1,ZNF649,-
HMGA1,GATAD2A,-
HMGA1,SNAPC2,-
HMGA1,AKAP8,-
HMGA1,PRMT3,+
HMGA1,TP73,-
HMGA1,CXXC1,+
HMGA1,YY2,+
HMGA1,ZBTB2,-
HMGA1,KAT7,-
HMGA1,DOT1L,-
HMGA1,PBX2,-
HMGA1,ZNF589,-
HMGA1,E2F8,-
HMGA1,GMEB1,-
HMGA1,SNAPC4,-
HMGA1,HIC2,-
HMGA1,MSX1,-
HMGA1,CBX2,-
HMGA1,PREB,-
HMGA1,LIN54,-
HMGA1,ZNF878,-
HMGA1,ZNF689,-
HMGA1,NRF1,-
HMGA1,DNMT1,+
HMGA1,HES3,-
HMGA1,ZNF691,-
HMGA1,LCORL,-
HMGA1,ZNF768,-
HMGA1,TFCP2,-
HMGA1,SAFB,-
HMGA1,ZNF212,-
HMGA1,CREB3L2,-
HMGA1,MYB,-
HMGA1,ZNF202,-
HMGA1,HOXC8,-
HMGA1,MTERF3,-
HMGA1,ZNF282,-
HMGA1,ZNF519,-
HMGA1,ZFP42,-
HMGA1,ZNF492,+
HMGA1,E2F1,-
HMGA1,FBXL19,+
HMGA1,GATA1,-
HMGA1,DRAP1,-
HMGA1,PRDM10,-
HMGA1,ZNF496,-
HMGA1,THYN1,-
HMGA1,HMG20A,+
HMGA1,DPF1,-
HMGA1,TCF20,-
HMGA1,ZBTB14,-
HMGA1,FOSL1,-
HMGA1,ZSCAN10,-
HMGA1,NFYC,-
HMGA1,ZNF574,-
HMGA1,E2F7,-
HMGA1,POGK,-
HMGA1,SLC2A4RG,-
HMGA1,ZNF142,-
HMGA1,ZNF628,-
HMGA1,FOXC2,-
HMGA1,ZNF778,-
HMGA1,HSF1,-
HMGA1,THAP4,-
